2019-01-09 16:02:18.450 INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext 296 prepareWebApplicationContext - Root WebApplicationContext: initialization completed in 1179 ms
2019-01-09 16:02:18.547 INFO  com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceAutoConfigure 56 dataSource - Init DruidDataSource
2019-01-09 16:02:18.821 INFO  com.alibaba.druid.pool.DruidDataSource 930 init - {dataSource-1} inited
2019-01-09 16:02:18.991 WARN  com.netflix.config.sources.URLConfigurationSource 121 <init> - No URLs will be polled as dynamic configuration sources.
2019-01-09 16:02:18.991 INFO  com.netflix.config.sources.URLConfigurationSource 122 <init> - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-01-09 16:02:18.995 WARN  com.netflix.config.sources.URLConfigurationSource 121 <init> - No URLs will be polled as dynamic configuration sources.
2019-01-09 16:02:18.995 INFO  com.netflix.config.sources.URLConfigurationSource 122 <init> - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-01-09 16:02:19.149 INFO  org.springframework.scheduling.concurrent.ExecutorConfigurationSupport 171 initialize - Initializing ExecutorService 'applicationTaskExecutor'
2019-01-09 16:02:19.807 INFO  org.springframework.cloud.netflix.eureka.InstanceInfoFactory 71 create - Setting initial instance status as: STARTING
2019-01-09 16:02:19.844 INFO  com.netflix.discovery.DiscoveryClient 349 <init> - Initializing Eureka in region us-east-1
2019-01-09 16:02:19.968 INFO  com.netflix.discovery.provider.DiscoveryJerseyProvider 70 <init> - Using JSON encoding codec LegacyJacksonJson
2019-01-09 16:02:19.969 INFO  com.netflix.discovery.provider.DiscoveryJerseyProvider 71 <init> - Using JSON decoding codec LegacyJacksonJson
2019-01-09 16:02:20.088 INFO  com.netflix.discovery.provider.DiscoveryJerseyProvider 80 <init> - Using XML encoding codec XStreamXml
2019-01-09 16:02:20.088 INFO  com.netflix.discovery.provider.DiscoveryJerseyProvider 81 <init> - Using XML decoding codec XStreamXml
2019-01-09 16:02:20.283 INFO  com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver 43 getClusterEndpoints - Resolving eureka endpoints via configuration
2019-01-09 16:02:20.379 INFO  com.netflix.discovery.DiscoveryClient 958 fetchRegistry - Disable delta property : false
2019-01-09 16:02:20.379 INFO  com.netflix.discovery.DiscoveryClient 959 fetchRegistry - Single vip registry refresh property : null
2019-01-09 16:02:20.379 INFO  com.netflix.discovery.DiscoveryClient 960 fetchRegistry - Force full registry fetch : false
2019-01-09 16:02:20.380 INFO  com.netflix.discovery.DiscoveryClient 961 fetchRegistry - Application is null : false
2019-01-09 16:02:20.380 INFO  com.netflix.discovery.DiscoveryClient 962 fetchRegistry - Registered Applications size is zero : true
2019-01-09 16:02:20.380 INFO  com.netflix.discovery.DiscoveryClient 964 fetchRegistry - Application version is -1: true
2019-01-09 16:02:20.380 INFO  com.netflix.discovery.DiscoveryClient 1047 getAndStoreFullRegistry - Getting all instance registry info from the eureka server
2019-01-09 16:02:20.562 INFO  com.netflix.discovery.DiscoveryClient 1056 getAndStoreFullRegistry - The response status is 200
2019-01-09 16:02:20.564 INFO  com.netflix.discovery.DiscoveryClient 1270 initScheduledTasks - Starting heartbeat executor: renew interval is: 30
2019-01-09 16:02:20.589 INFO  com.netflix.discovery.InstanceInfoReplicator 60 <init> - InstanceInfoReplicator onDemand update allowed rate per min is 4
2019-01-09 16:02:20.593 INFO  com.netflix.discovery.DiscoveryClient 449 <init> - Discovery Client initialized at timestamp 1547020940591 with initial instances count: 0
2019-01-09 16:02:20.595 INFO  org.springframework.cloud.netflix.eureka.serviceregistry.EurekaServiceRegistry 42 register - Registering application CLIENT with eureka with status UP
2019-01-09 16:02:20.595 INFO  com.netflix.discovery.DiscoveryClient$3 1305 notify - Saw local status change event StatusChangeEvent [timestamp=1547020940595, current=UP, previous=STARTING]
2019-01-09 16:02:20.598 INFO  com.netflix.discovery.DiscoveryClient 826 register - DiscoveryClient_CLIENT/bbs-test.gwgsc.com:client:8762: registering service...
2019-01-09 16:02:20.609 INFO  org.apache.juli.logging.DirectJDKLog 173 log - Starting ProtocolHandler ["http-nio-8762"]
2019-01-09 16:02:20.623 INFO  org.apache.juli.logging.DirectJDKLog 173 log - Using a shared selector for servlet write/read
2019-01-09 16:02:20.644 INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer 204 start - Tomcat started on port(s): 8762 (http) with context path ''
2019-01-09 16:02:20.644 INFO  org.springframework.cloud.netflix.eureka.serviceregistry.EurekaAutoServiceRegistration 141 onApplicationEvent - Updating port to 8762
2019-01-09 16:02:20.646 INFO  org.springframework.boot.StartupInfoLogger 59 logStarted - Started EurekaclientApplication in 4.324 seconds (JVM running for 5.751)
2019-01-09 16:02:20.700 INFO  com.netflix.discovery.DiscoveryClient 835 register - DiscoveryClient_CLIENT/bbs-test.gwgsc.com:client:8762 - registration status: 204
2019-01-09 16:02:50.582 INFO  com.netflix.discovery.DiscoveryClient 958 fetchRegistry - Disable delta property : false
2019-01-09 16:02:50.583 INFO  com.netflix.discovery.DiscoveryClient 959 fetchRegistry - Single vip registry refresh property : null
2019-01-09 16:02:50.583 INFO  com.netflix.discovery.DiscoveryClient 960 fetchRegistry - Force full registry fetch : false
2019-01-09 16:02:50.583 INFO  com.netflix.discovery.DiscoveryClient 961 fetchRegistry - Application is null : false
2019-01-09 16:02:50.583 INFO  com.netflix.discovery.DiscoveryClient 962 fetchRegistry - Registered Applications size is zero : true
2019-01-09 16:02:50.583 INFO  com.netflix.discovery.DiscoveryClient 964 fetchRegistry - Application version is -1: false
2019-01-09 16:02:50.584 INFO  com.netflix.discovery.DiscoveryClient 1047 getAndStoreFullRegistry - Getting all instance registry info from the eureka server
2019-01-09 16:02:50.631 INFO  com.netflix.discovery.DiscoveryClient 1056 getAndStoreFullRegistry - The response status is 200
2019-01-09 16:02:53.619 INFO  org.apache.juli.logging.DirectJDKLog 173 log - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-01-09 16:02:53.620 INFO  org.springframework.web.servlet.FrameworkServlet 524 initServletBean - Initializing Servlet 'dispatcherServlet'
2019-01-09 16:02:53.627 INFO  org.springframework.web.servlet.FrameworkServlet 546 initServletBean - Completed initialization in 7 ms
2019-01-09 16:02:53.807 INFO  com.client.eurekaclient.controller.HelloController 30 hello - 日志
